station_name,station_id
BALEJ,308660-99999
TAJNA,308750-99999
NERCHINSKIJ ZAVOD,308790-99999
SANAGA,309110-99999
CAKIR,309150-99999
TOREJ,309160-99999
PETROPAVLOVKA,309240-99999
KJAHTA,309250-99999
KRASNYJ CHIKOJ,309350-99999
MENZA,309380-99999
GRJAZI,309480-99999
KYRA,309490-99999
AKSA,309570-99999
OLOVJANNAJA,309610-99999
KUBUHAJ,309640-99999
BORZYA,309650-99999
SOLOV'EVSK,309670-99999
MATSIYEVSKAYA,309690-99999
ALEKSANDROVSKIJ ZAVOD,309710-99999
DONO,309720-99999
PRIARGUNSK,309750-99999
KAJLASTUJ,309780-99999
ALDAN,310040-99999
TOMMOT,310050-99999
BUJAGA,310110-99999
UGINO,310160-99999
UST'-MIL',310410-99999
UST'-JUDOMA,310540-99999
HEJDZHAN,310830-99999
UL' YA,310870-99999
OHOTSK,310880-99999
ARMAN,310930-99999
SPAFAR' EVA (OSTROV),310960-99999
USKI,310970-99999
CJUL'BJU,311230-99999
TOKO,311370-99999
NEL' KAN,311520-99999
BATOMGA,311580-99999
ENKAN,311630-99999
AYAN,311680-99999
BOL'SHOJ SHANTAR,311740-99999
UNAHA,311990-99999
JANA,312350-99999
BOMNAK,312530-99999
LOKSAK,312630-99999
UDSKOE,312850-99999
CUMIKAN,312860-99999
MAGDAGACI,312950-99999
ZEJA,313000-99999
OGORON,313110-99999
DUGDA,313180-99999
SEVLI,313250-99999
EKIMCAN,313290-99999
SELEMDZA,313380-99999
TUGUR,313460-99999
BURUKAN,313480-99999
ALEKSANDRA,313620-99999
KULCI,313640-99999
NIKOLAEVSK-ON-AMUR,313690-99999
CHERNJAEVO,313710-99999
GAR,313840-99999
NORSK,313880-99999
BYSSA,313970-99999
IM POLINY OSIPENKO,314160-99999
VESELAJA GORKA,314180-99999
GUGA,314210-99999
SOMNITELNIJ-PRIISK,314370-99999
BOGORODSKOE,314390-99999
USAKOVO,314410-99999
SIMANOVSK,314420-99999
KUMARA,314440-99999
SVOBODNYJ,314450-99999
VERHNJAJA TOM,314590-99999
UST'-UMAL'TA,314740-99999
SOFIJSKIJ PRIISK,314780-99999
DUKI,314820-99999
HULARIN,314840-99999
GORIN,314890-99999
SUHANOVKA,315040-99999
BLAGOVESCENSK,315100-99999
BELOGORSK,315130-99999
BRATOLJUBOVKA,315210-99999
ZAVITAJA,315270-99999
CEKUNDA,315320-99999
SEKTAGLI,315340-99999
SUTUR,315380-99999
KOMSOMOLSK-NA-AMURE,315610-99999
NIZNETAMBOVSKOE,315620-99999
SIZEMAN,315730-99999
SIHOTE,315770-99999
POJARKOVO,315870-99999
ARHARA,315940-99999
URMI,316240-99999
KUR,316320-99999
BOLON,316510-99999
TROICKOE,316550-99999
SOLEKUL,316770-99999
TUMNIN,316830-99999
OBLUC'E,317020-99999
DICHUN,317050-99999
EKATERINO-NIKOL'SKOE,317070-99999
LENINSKOE,317100-99999
BIROBIDZHAN,317130-99999
SMIDOVICH,317250-99999
NOVY,317350-99999
TIVJAKU,317540-99999
IOLI,317660-99999
SOVETSKAYA GAVAN,317700-99999
VJAZEMSKAJA,317860-99999
GVASJUGI,318010-99999
GROSSEVICHI,318230-99999
AGZU,318250-99999
ZOLOTOJ,318290-99999
BIKIN,318320-99999
KRASNYJ JAR,318450-99999
GAMCANZA,318510-99999
SOSUNOVO,318660-99999
KHUCIN,318690-99999
DAL'NERECHENSK,318730-99999
KIROVSKIJ,318780-99999
UST-KOLUMBE,318950-99999
TERNEJ,319090-99999
TURIJ ROG,319130-99999
POGRANICHNYJ,319150-99999
ASTRAHANKA,319210-99999
CUGUEVKA,319390-99999
ZURAVLEVKA,319420-99999
RUDNAJA PRISTAN',319590-99999
VLADIVOSTOK,319600-99999
POS'ET,319690-99999
KNEVICHI,319741-99999
ANUCINO,319810-99999
ALYKEL,319811-99999
PARTIZANSK,319870-99999
PREOBRAZHENIE,319890-99999
FURMANOVO-IN-PRIMOR,319930-99999
RYBNOVSK,320040-99999
OHA,320100-99999
CAPE YELIZAVETI,320120-99999
POGIBI,320270-99999
CAJVO,320360-99999
NOGLIKI,320530-99999
KONGI,320590-99999
ALEKSANDROVSK-SAHALINSKIJ,320610-99999
PIL'VO,320690-99999
POGRANICHNOE,320760-99999
UGLEGORSK,320880-99999
PORONAJSK,320980-99999
MYS TERPENIYA,320990-99999
ILYINSKIY,321210-99999
HOLMSK,321280-99999
NEVELSK,321450-99999
KHOMUTOVO,321500-99999
KORSAKOV,321560-99999
JUZNOJE (LGT-H),321580-99999
JUZHNO-KURIL'SK,321650-99999
KURILSK,321740-99999
URUP,321860-99999
SIMUSIR,321950-99999
MATUA,322070-99999
MYS LOPATKA,322130-99999
SEVERO-KURIL'SK,322150-99999
CAPE VASILEVA,322170-99999
PALANA,322270-99999
UST'-VOYAMPOLKA,322520-99999
UST'- HAJRJUZOVO,322870-99999
OZERNOY (MYS),323330-99999
KLJUCHI,323890-99999
UST'-KAMCHATSK,324080-99999
ICA,324110-99999
DOLINOVKA,324470-99999
SOBOLEVO,324770-99999
SEMYACHIK,325090-99999
KRONOKI,325190-99999
YELIZOVO,325400-99999
OKTIABR'SKAYA,325640-99999
PETROPAVLOVSK-KAMCHATSKIJ,325830-99999
OZERNAJA,325940-99999
HODUTKA,325960-99999
OSTROV BERINGA,326180-99999
LOZUVATKA INTL,330003-99999
DNIPROPETROVSK INTL,330004-99999
IVANO FRANKIVSK,330005-99999
BREST,330080-99999
PINSK,330190-99999
ZHITCKOVICHI,330270-99999
MOZYR,330360-99999
GOMEL,330410-99999
SEMENOVKA,330490-99999
SARNY,330880-99999
CHERNIHIV,331350-99999
VOLODYMYR-VOLYNS'KYI,331770-99999
CHORNOBYL',332310-99999
NIZHYN,332460-99999
KONOTOP,332610-99999
SUMY,332750-99999
RIVNE INTL,333010-99999
MYKOLAIV,333012-99999
SHEPETIVKA,333170-99999
ZHYTOMYR,333250-99999
ZHULIANY INTL,333450-99999
ANTONOV INTL,333451-99999
KIEV/BORISPOL,333460-99999
BORYSPIL INTL,333470-99999
YAHOTYN,333560-99999
PRILUKY,333620-99999
HADIACH,333760-99999
LUBNY,333770-99999
LVIV INTL,333930-99999
TERNOPIL',334150-99999
KHMEL'NYTS'KYI,334290-99999
MYRONIVKA,334660-99999
CHERKASY,334870-99999
VESELYI PODIL,334950-99999
POLTAVA,335060-99999
IVANO-FRANKIVS'K,335260-99999
VINNYTSIA,335620-99999
UMAN',335870-99999
CHYHYRYN,336050-99999
ZNAMIANKA,336090-99999
SVITLOVODS'K,336140-99999
KREMENCUG,336150-99999
KOBELIAKY,336210-99999
UZHHOROD,336310-99999
CHERNIVTSI,336580-99999
MOHYLIV-PODIL'S'KYI,336630-99999
CAMENCA,336790-99999
KIROVOHRAD,337110-99999
BOBRYNETS',337170-99999
KOMISARIVKA,337230-99999
BALTI,337450-99999
CORNESTI,337480-99999
LIUBASHIVKA,337610-99999
VOZNESENS'K,337770-99999
BASTANKA,337880-99999
KRYVYI RIH,337910-99999
CHISINAU,338150-99999
ODESA INTL,338370-99999
CHISINAU INTL,338387-99999
VELYKA OLEKSANDRIVKA,338620-99999
NOVA KAKHOVKA,338690-99999
KOMRAT,338830-99999
IZMAIL,338890-99999
KHERSON,339020-99999
HENICHES'K,339100-99999
CHORNOMORS'KE,339240-99999
DZANKOJ,339340-99999
SIMFEROPOL',339460-99999
FEODOSIIA,339760-99999
KERCH,339830-99999
YALTA,339900-99999
PONYRI,340030-99999
KURSK,340090-99999
LIVNY,340130-99999
ZERDEVKA,340470-99999
CHERTOVITSKOYE,341220-99999
VORONEZ,341230-99999
BALASHOV,341520-99999
TSENTRALNY,341720-99999
ERSHOV,341860-99999
LISKI,342310-99999
ANNA,342380-99999
URJUPINSK,342400-99999
KALAC,342470-99999
RUDNYA,342620-99999
DANILOVKA,342670-99999
OSNOVA INTL,343000-99999
BOHODUKHIV,343020-99999
KUPIANS'K,343190-99999
VALUJKI,343210-99999
BOGUCAR,343360-99999
FROLOVO,343560-99999
SERAFIMOVIC,343570-99999
KAMYSIN,343630-99999
PALLASOVKA,343730-99999
ALEKSANDROV-GAJ,343910-99999
ZHALPAKTAL,343980-99999
KRASNOHRAD,344010-99999
HUBYNYKHA,344070-99999
LOZOVA,344090-99999
IZIUM,344150-99999
STAROBEL'SK,344220-99999
CERTKOVO,344320-99999
MILLEROVO,344380-99999
BOKOVSKAJA,344450-99999
EL'TON,344760-99999
NOVAJA KAZANKA,344990-99999
DNIPROPETROVS'K,345040-99999
CHAPLYNE,345090-99999
ARTEMIVS'K,345100-99999
DONETS'K,345190-99999
LUHANS'K,345230-99999
KAMENSK-SAHTINSKIJ,345350-99999
MOROZOVSK,345450-99999
NIZHNY-CHIR,345550-99999
GUMRAK,345600-99999
VERHNIJ BASKUNCHAK,345790-99999
URDA,345810-99999
ZAPORIZHZHIA INTL,346010-99999
PRYSHYB,346070-99999
KYRYLIVKA,346090-99999
CIMLJANSK,346460-99999
KOTEL'NIKOVO,346550-99999
NOVYJ USHTOGAN,346910-99999
MARIUPOL',347120-99999
TAGANROG,347200-99999
ROSTOV-NA-DONU,347310-99999
CELINA,347470-99999
REMONTNOE,347590-99999
GANJUSHKINO,347980-99999
PRIMORSKO-AHTARSK,348240-99999
TIHORECK,348380-99999
DIVNOE,348580-99999
ELISTA,348610-99999
YASHKUL',348660-99999
ASTRAHAN',348800-99999
TIMASEVSKAJA,349220-99999
KRASNODAR,349290-99999
KROPOTKIN,349360-99999
SHPAKOVSKOYE,349490-99999
SVETLOGRAD,349540-99999
ZILAIR,350260-99999
AK'JAR,350370-99999
ZABELOVKA,350420-99999
KUSMURUN,350530-99999
ESIL',350670-99999
UST KAMENOGORSK,350675-99999
ATBASAR,350780-99999
AKKOL',350850-99999
URALSK,351080-99999
ORENBURG,351210-99999
ADAMOVKA,351330-99999
ARALKOL',351570-99999
ZHALTYR,351730-99999
ASTANA INTL,351880-99999
JERMENTAU,351910-99999
DZHAMBEJTY,352170-99999
AKTYUBINSK,352290-99999
CHAPAEVO,353020-99999
NOVOALEKSJEVKA,353210-99999
KARABUTAK,353440-99999
TAMABULAK,353450-99999
BARSHINO,353570-99999
TORGAI,353580-99999
AMANGELDY,353610-99999
ARKALYK,353630-99999
SENBER,353680-99999
BERLIK,353760-99999
KAZGORODOK,353860-99999
KARAGANDA,353940-99999
ZVARTNOTS,353946-99999
SHIRAK GEORGIA,353948-99999
TAIPAK,354060-99999
UIL,354160-99999
TEMIR,354260-99999
TALDYK,354300-99999
BISARY,354590-99999
ZHARYK,354970-99999
KARABAU,355140-99999
KOZASAJ,355290-99999
MUGODZARSKAJA,355320-99999
IRGIZ,355420-99999
TAUP,355490-99999
KZYLZHAR,355760-99999
ATASU,355820-99999
MAHAMBET,356050-99999
CELKAR,356330-99999
KARSAKPAJ,356630-99999
ZHEZKAZGAN,356710-99999
KZYL-TAU,356830-99999
BEKTAUATA,356990-99999
ATYRAU,357000-99999
KULSARY,357150-99999
AK-TUMSUK,357290-99999
AYAK-KUM,357390-99999
ARALSK,357460-99999
KARA-KUM,357560-99999
JETI-KONUR,357770-99999
MOINTY,357910-99999
BALHASH,357960-99999
KAZALY,358490-99999
BETPAK-DALA STEPPE,358840-99999
SAM,359250-99999
ZHOSALY,359530-99999
ZLIKHA,359690-99999
CIGANAK,359970-99999
EKIBASTUZ,360010-99999
PAVLODAR,360030-99999
RODINO,360200-99999
KLJUCI,360210-99999
VOLCIHA,360220-99999
RUBCOVSK,360340-99999
KRASNO-SCEKOVO,360360-99999
ZMEINOGORSK,360380-99999
SOLONESNOJE,360450-99999
MAJMA,360520-99999
CEMAL,360580-99999
TUROCAK,360610-99999
YAJLJU,360640-99999
TELI,360780-99999
CADAN,360870-99999
HOVU-AKSY,360900-99999
NIZHNE-USINSKOE,360910-99999
TURAN,360920-99999
KYZYL,360960-99999
TOORA-HEM,361030-99999
SARYG-SEP,361040-99999
BAJANAUL,361260-99999
SEMIJARKA,361520-99999
SEMIPALATINSK,361770-99999
SEMONAIHA,361860-99999
LENINOGORSK,362080-99999
UST-KAN,362130-99999
ONGUDAJ,362310-99999
UST-ULAGAN,362460-99999
KOSH-AGACH,362590-99999
MUGUR-AKSY,362780-99999
ERZIN,363070-99999
KUNGUR-TUK,363250-99999
KARKARALINSK,363350-99999
KAJNAR,363580-99999
ZHANGIZTOBE,363970-99999
UST-KAMENOGORSK,364030-99999
ULKEN NARYN,364280-99999
KATON-KARAGAJ,364390-99999
KATUN,364420-99999
AK-KEM,364430-99999
AKTOGAJ,364670-99999
BARSHATAS,364980-99999
KARAUL,365010-99999
KOKPEKTY,365350-99999
AJAGUZ,366220-99999
URZHAR,366390-99999
ZAJSAN,366650-99999
ALGAZY OSTROV,366860-99999
UC-ARAL,367290-99999
AUL,367440-99999
BAKANAS,368210-99999
KOKSHETAU AIRPORT,368215-99999
ZHARKENT,368590-99999
OTAR,368640-99999
ALMATY,368720-99999
TOKMAK,369110-99999
NARYN,369740-99999
TIAN-SHAN',369820-99999
NOVOROSSIJSK,370000-99999
DOMODEDOVO,370008-99999
VITYAZEVO,370010-99999
GELENDZHIK,370040-99999
TUAPSE,370180-99999
MAJKOP,370210-99999
ARMAVIR,370310-99999
NEVINNOMYSSK,370360-99999
MINERALNYYE VODY,370540-99999
BUDENNOVSK,370610-99999
KOCUBEJ,370850-99999
MOZDOK,371450-99999
SOCHI,371710-99999
KOPITNARI,371775-99999
NALCHIK,372120-99999
VLADIKAVKAZ,372280-99999
GROZNYJ,372350-99999
SUHUMI,372600-99999
AMBROLAURI,373080-99999
KUTAISI,373950-99999
MTA-SABUETI,374090-99999
PASANAURI,374320-99999
MAHACHKALA,374720-99999
BATUMI,374840-99999
AKHALTSIKHE,375140-99999
TBILISI / LOCHINI AIRPORT,375490-99999
TELAVI,375530-99999
ZAKATALA,375750-99999
BOLNISI,376210-99999
AMASIA,376820-99999
SEVAN,377090-99999
SEVAN OZERO,377170-99999
GANDJA,377350-99999
UYTASH,377352-99999
YEREVAN-ARABKIR,377890-99999
GYANDZHA,378630-99999
NAKHCHIVAN,378635-99999
HEYDAR ALIYEV,378640-99999
ORSK,378650-99999
FUZULI,379070-99999
LANKARAN,379850-99999
AKTAU,380010-99999
DUKEN,380190-99999
UJALY,380440-99999
CIRIK-RABAT,380490-99999
KZYL-ORDA,380620-99999
SHIELI,380690-99999
TASTY,380810-99999
ULANBEL',380910-99999
SEVCENKO,381110-99999
JASLYK,381410-99999
BUKHARA,381415-99999
KARSHI KHANABAD,381417-99999
KUNGRAD,381490-99999
AK-BAJTAL,381780-99999
ASHCHYSAI,381960-99999
TURKESTAN,381980-99999
UJUK,382030-99999
TOLE BI,382220-99999
AKKUDUK,382320-99999
CHIMBAJ,382620-99999
NUKUS,382640-99999
SHYMKENT,383280-99999
AUL TURARA RYSKULOVA,383340-99999
TARAZ,383410-99999
KULAN,383430-99999
TALAS,383450-99999
BISHKEK,383530-99999
MANAS,383531-99999
EKEZHE,383880-99999
DASHKHOVUZ,383920-99999
URGENCH,383960-99999
BUZAUBAJ,384030-99999
NUKUS / KARAKALPAKSTAN,384031-99999
TAMDY-BULAK,384130-99999
TORUK,384230-99999
SHARDARA,384390-99999
YUZHNY,384570-99999
MARY,384573-99999
PSKEM,384620-99999
TURKMENBASHI,385070-99999
CHAGYL,385110-99999
DARGANATA,385450-99999
NURATA,385650-99999
NAVOI,385670-99999
DZIZAK,385790-99999
SYR-DAR'JA,385830-99999
KHUDJANT,385990-99999
ISFARA,386090-99999
NAMANGAN,386110-99999
DZHALAL-ABAD,386130-99999
OSH,386150-99999
KARA-SUU,386160-99999
FERGANA AIRPORT,386180-99999
GAZANDZHYK,386470-99999
ERBENT,386560-99999
BUHARA,386830-99999
CHARDZHEV,386870-99999
SAMARKAND,386960-99999
URA-TYUBE,387130-99999
DEHAVZ,387340-99999
LAHSH,387440-99999
ESENGULY,387500-99999
GYZYLARBAT,387630-99999
BAKHERDEN,387740-99999
UCHADZHY,387990-99999
BYRDALYK,388060-99999
KARSHI,388120-99999
DUSHANBE,388360-99999
ISAMBAJ,388380-99999
SANGLOK,388440-99999
DANGARA,388470-99999
ASHGABAT,388800-99999
TEDZHEN,388860-99999
BAJRAMALY,388950-99999
KERKI,389110-99999
CARSANGA,389150-99999
TERMEZ,389270-99999
KURGAN-TYUBE,389330-99999
PARKHAR,389440-99999
PYANDJ,389470-99999
KHOROG,389540-99999
SARAGT,389740-99999
GYSHGY,389870-99999
KAMISHLY,400010-99999
ALEPPO INTL,400070-99999
TEL ABIADH,400090-99999
LATTAKIA,400220-99999
BASSEL AL ASSAD INTL,400250-99999
HAMA,400300-99999
RAQQA,400390-99999
DEIR ZZOR,400450-99999
PALMYRA,400610-99999
SAFITA,400660-99999
ABUKMAL,400720-99999
DAMASCUS INTL,400800-99999
NABK,400830-99999
DARA'A,400950-99999
RAFIC HARIRI INTL,401000-99999
HOUCHE-AL-OUMARA,401010-99999
TRIPOLI,401030-99999
HAR-KNAAN (ZEFAT),401530-99999
HAIFA,401550-99999
RAMAT-DAVID,401650-99999
SDE-DOV (TEL-AVIV),401760-99999
MAHANAIM I BEN YAAKOV,401761-99999
SDE DOV,401762-99999
BET DAGAN,401790-99999
BEN GURION,401800-99999
JERUSALEM CENTER,401830-99999
JERUSALEM,401840-99999
BEER SHEVA CITY,401900-99999
TEYMAN,401910-99999
EILAT,401990-99999
H4,402500-99999
IRBID (MET),402550-99999
PRINCE HASAN,402600-99999
KING HUSSEIN,402650-99999
MARKA INTL,402700-99999
QUEEN ALIA INTL,402720-99999
GHOR SAFI,402960-99999
MA'AN,403100-99999
AQABA KING HUSSEIN INTL,403400-99999
TURAIF,403560-99999
ARAR,403570-99999
GURIAT,403600-99999
AL JOUF,403610-99999
RAFHA,403620-99999
MAARIK,403720-99999
QAISUMAH,403730-99999
TABUK,403750-99999
KING KHALED MILITARY CITY,403770-99999
HAIL,403940-99999
WEJH,404000-99999
GASSIM,404050-99999
PRINCE SALMAN BIN ABDULAZIZ,404140-99999
DAMMAM (KING FAHD INT. AIRPOR,404150-99999
KING ABDULAZIZ AB,404160-99999
AL AHSA,404200-99999
BAHRAIN/MUHARRAQ,404270-99999
PRINCE MOHAMMAD BIN ABDULAZIZ,404300-99999
KING KHALED INTL,404370-99999
KING SALMAN AB,404380-99999
YENBO,404390-99999
ASH SHARIQAH SW,404490-99999
JEDDAH INTL,404770-99999
ABDALY,405500-99999
UMM AL-AISH,405640-99999
SALMY,405700-99999
RABYAH,405800-99999
KUWAIT INTL,405820-99999
JAHRA,405860-99999
SULAIBIYA,405870-99999
WAFRA,405920-99999
MOSUL,406080-99999
KIRKUK AB,406210-99999
SULYMANIYAH,406230-99999
KHANAQIN,406370-99999
RUTBAH,406420-99999
BAGHDAD INTL AIRPORT,406500-99999
KERBELA,406560-99999
KUT-AL-HAI,406650-99999
NAJAF,406700-99999
DIWANIYA,406720-99999
SAMAWA,406740-99999
NASIRIYA,406760-99999
AMARAH,406800-99999
BASRAH INTL,406890-99999
PARS ABAD MOGHAN,407000-99999
MAKKO,407010-99999
KHOY,407030-99999
AHAR,407040-99999
TABRIZ INTL,407060-99999
SARAB,407100-99999
UROMIYEH,407120-99999
MARAGHEH,407130-99999
MEYANEH,407160-99999
ANZALI,407180-99999
RASHT,407190-99999
MARAVEH-TAPPEH,407210-99999
BOJNORD,407230-99999
MOHABAD,407260-99999
SAGHEZ,407270-99999
ZANJAN,407290-99999
IMAM KHOMEINI INTL,407300-99999
GHAZVIN,407310-99999
RAMSAR,407320-99999
BABULSAR,407360-99999
GHARAKHIL,407370-99999
GORGAN,407380-99999
SHAHRUD,407390-99999
GHUCHAN,407400-99999
SABZEVAR,407430-99999
MASHHAD INTL,407450-99999
SANANDAJ,407470-99999
MEHRABAD INTL,407540-99999
SEMNAN,407570-99999
TORBAT-HEYDARIEH,407620-99999
KASHMAR,407630-99999
SHAHID ASHRAFI ESFAHANI,407660-99999
ARAK,407690-99999
MAHSHAHR,407801-99999
KISH ISLAND,407802-99999
SIRRI ISLAND,407803-99999
ILAM,407804-99999
KHORAM ABAD,407805-99999
HAMADAN,407806-99999
PAYAM,407807-99999
DAYRESTAN,407808-99999
SARAKHS,407809-99999
NOSHAHR,407822-99999
LAR,407823-99999
YASOUJ,407824-99999
ARDABIL,407825-99999
ALI-GOODARZ,407830-99999
KASHAN,407850-99999
KHOR,407890-99999
TABAS,407910-99999
FERDOUS,407920-99999
SAFI-ABAD DEZFUL,407940-99999
SHAHRE  KORD,407980-99999
ESFAHAN SHAHID BEHESHTI INTL,408000-99999
BIRJAND,408090-99999
AHWAZ,408110-99999
SHAHID ASYAEE,408120-99999
ABADEH,408180-99999
YAZD SHAHID SADOOGHI,408210-99999
NEHBANDAN,408270-99999
ZABOL,408290-99999
ABADAN,408310-99999
AGHAJARI,408330-99999
GACHSARAN,408350-99999
ABUMUSA ISLAND,408351-99999
GONABAD,408355-99999
KERMAN,408410-99999
SHIRAZ SHAHID DASTGHAIB INTL,408480-99999
SIRJAN,408510-99999
BAFT,408530-99999
BAM,408540-99999
ZAHEDAN INTL,408560-99999
FASA,408590-99999
BANDAR-E-DAYYER,408720-99999
BANDAR ABBASS INTL,408750-99999
KAHNUJ,408770-99999
SARAVAN,408780-99999
IRAN SHAHR,408790-99999
BANDAR LENGEH,408830-99999
JASK,408930-99999
CHAHBAHAR,408980-99999
MAZAR I SHARIF,409110-99999
KUNDUZ,409130-99999
HERAT,409380-99999
KABUL INTL,409480-99999
KANDAHAR,409900-99999
KING ABDULAZIZ INTL,410240-99999
MAKKAH,410300-99999
TAIF,410360-99999
AL BAHA,410550-99999
WADI AL DAWASIR,410610-99999
BISHA,410840-99999
ABHA,411120-99999
KING KHALED AB,411140-99999
NEJRAN,411280-99999
SHARURAH,411360-99999
KING ABDULLAH BIN ABDULAZIZ,411400-99999
BAHRAIN INTL,411500-99999
DOHA INTL,411700-99999
AL UDEID AB,411705-99999
RAS AL KHAIMAH INTL,411840-99999
DUBAI INTL,411940-99999
SHARJAH INTL,411960-99999
FUJAIRAH INTL,411980-99999
BATEEN,412160-99999
ABU DHABI INTL,412170-99999
AL AIN INTL,412180-99999
KHASAB PORT,412400-99999
DIBA,412420-99999
BURAIMI (AUT),412440-99999
SOHAR MAJIS,412460-99999
IBRI,412520-99999
RUSTAQ,412530-99999
SAIQ,412540-99999
NIZWA,412550-99999
SEEB INTL,412560-99999
SAMAIL,412570-99999
MINA SULTAN QABOOS,412580-99999
FAHUD (AUT),412620-99999
BAHLA,412630-99999
ADAM AIRPORT,412640-99999
IBRA,412650-99999
QALHAT,412670-99999
SUR,412680-99999
JOBA,412870-99999
MASIRAH,412880-99999
MARMUL,413040-99999
MINA SALALAH,413120-99999
THUMRAIT,413140-99999
QAIROON HAIRITI,413150-99999
SALALAH,413160-99999
SAYUN,414363-99999
ADEN,414800-99999
SAIDU SHARIF,415235-99999
PESHAWAR,415300-99999
BALAKOT,415360-99999
CHAKLALA,415710-99999
SARGODHA,415940-99999
JHELUM,415980-99999
ZHOB,416200-99999
D I KHAN,416240-99999
FAISALABAD,416300-99999
LAHORE CITY,416400-99999
ALLAMA IQBAL INTL,416410-99999
QUETTA,416600-99999
MULTAN INTL,416750-99999
BAR KHAN,416850-99999
DAL BANDIN,417120-99999
SHAHBAZ AB,417150-99999
KHUZDAR,417440-99999
NAWABSHAH,417490-99999
JIWANI,417560-99999
PASNI,417590-99999
HYDERABAD AIRPORT,417640-99999
CHHOR,417680-99999
JINNAH INTL,417800-99999
HAZRAT SHAHJALAL INTL,419220-99999
SHAH AMANAT INTL,419780-99999
SRINAGAR,420270-99999
AMRITSAR,420710-99999
PATIALA,421010-99999
DEHRADUN,421110-99999
HISSAR,421310-99999
BIKANER,421650-99999
INDIRA GANDHI INTL,421810-99999
SAFDARJUNG,421820-99999
BAREILLY,421890-99999
LILABARI,423090-99999
DIBRUGARH,423140-99999
JAISALMER,423280-99999
JODHPUR,423390-99999
JAIPUR,423480-99999
GWALIOR,423610-99999
LUCKNOW,423690-99999
GORAKHPUR,423790-99999
GUWAHATI INTL,424100-99999
KOTA,424520-99999
ALLAHABAD ARPT,424750-99999
LAL BAHADUR SHASTRI,424790-99999
PATNA,424920-99999
GUNA,425590-99999
SATNA,425710-99999
DALTONGANJ,425870-99999
GAYA,610990-99999
IMPHAL,426230-99999
BHUJ,426340-99999
AHMEDABAD,426470-99999
BHOPAL,426670-99999
JABALPUR,426750-99999
BIRSA MUNDA,427010-99999
BANGALURU INTL AIRPORT,427056-99999
BANKURA,427060-99999
AGARTALA,427240-99999
RAJKOT,427370-99999
DEVI AHILYABAI HOLKAR,427540-99999
PENDRA ROAD,427790-99999
JAMSHEDPUR,427980-99999
NETAJI SUBHASH CHANDRA BOSE I,428090-99999
SURAT,428400-99999
DR AMBEDKAR INTL,428670-99999
PBO RAIPUR,428740-99999
SWAMI VIVEKANANDA,428750-99999
JHARSUGUDA,428860-99999
BALASORE,428950-99999
VERAVAL,429090-99999
NASIK CITY,429210-99999
AKOLA,429330-99999
BHUBANESHWAR,429710-99999
CHHATRAPATI SHIVAJI INTL,430030-99999
AURANGABAD,430140-99999
JAGDALPUR,430410-99999
PUNE,430630-99999
RAMGUNDAM,430860-99999
RATNAGIRI,431100-99999
SHOLAPUR,431170-99999
BEGUMPET AIRPORT,431280-99999
HYDERABAD INTL AIRPORT,431285-99999
VISHAKHAPATNAM CTLZ,431490-99999
CWC VISHAKHAPATNAM/WALTAIR,431500-99999
MACHILIPATNAM/FRANCHPET,431850-99999
KAKINADA,431890-99999
GOA/PANJIM,431920-99999
BELGAUM,431980-99999
GADAG,432010-99999
KURNOOL,432130-99999
CHITRADURGA,432330-99999
PBO ANANTAPUR,432370-99999
NELLORE,432450-99999
CHENNAI INTL,432790-99999
MANGALORE,432840-99999
BANGALORE,432950-99999
BANGALORE/HINDUSTAN AIRPORT,432960-99999
KOZHIKODE,433140-99999
COIMBATORE,433210-99999
CUDDALORE,433290-99999
PORT BLAIR,433330-99999
TIRUCHIRAPPALLI,433440-99999
KARAIKAL,433460-99999
COCHIN,433530-99999
MINICOY,433690-99999
THIRUVANANTHAPURAM,433710-99999
THIRUVANANTHAPURAM INTL,433720-99999
ANURADHAPURA,434210-99999
PUTTALAM,434240-99999
BANDARANAIKE INTL COLOMBO,434500-99999
COLOMBO RATMALANA,434670-99999
NUWARA ELIYA,434730-99999
HAMBANTOTA,434970-99999
MALE INTL,435550-99999
GAN ISLAND,435990-99999
RINCHINLHUMBE,442030-99999
HATGAL,442070-99999
NOGOONNUUR,442100-99999
ULAANGOM,442120-99999
BARUUNTURUUN,442130-99999
ULGI,442140-99999
OMNO-GOBI,442150-99999
HUNHATAOORTOO,442160-99999
TOLBO,442170-99999
HOVD,442180-99999
URGAMAL,442190-99999
GANDAN HURYEE,442210-99999
TSETSEN UUL,442240-99999
TOSONTSENGEL,442250-99999
TARIAT,442290-99999
TARIALAN,442300-99999
MUREN,442310-99999
HUTAG,442320-99999
ERDENEMANDAL,442370-99999
BULGAN,442390-99999
BARUUNHARAA,442410-99999
HADATYN,442420-99999
ULYGAIIN DUGANG,442430-99999
TATAAL,442540-99999
DASHBALBAR,442560-99999
BINDER,442570-99999
CHOIBALSAN,442590-99999
BAITAG,442650-99999
TONHIL,442660-99999
ULIASTAI,509150-99999
BAYANBULAG,442750-99999
ALTAI,442770-99999
TSETSERLEG,442820-99999
GALUUT,442840-99999
HUJIRT,442850-99999
BAT OLDZIY BUND,442860-99999
BAYANHONGOR,442870-99999
ARVAIHEER,442880-99999
SONGIIN,442910-99999
CHINGGIS KHAAN INTL,442920-99999
MAANTI,442940-99999
CHOIR,442980-99999
